MentionRef,MentionSystemId,MentionID,Trialref,Mentiondate,Mentiondate_as_date,Mentiontype,TrialOfAccusedRef,TrialOfFirstName,TrialOfLastName,MentionedInTrialOfRef,dateOfMentionedTrial,dateOfMentionedTrial_as_date,FateOfMentionedWitch,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"MW_LA_4","LA",4,"T_LA_6","4_2_1629","02_04_29_00:00:00","Accomplice","A_EGD_149","Isobell","Young","T_LA_1","1624","06_01_24_00:00:00","Burnt","In_Young's_trial_it_was_claimed_that_Achesoun_and_Melrois_had_named_her,_and_had_been_tried_before_presbytery_and_commissioners_and_were_convicted.","LEM","05_17_01_11:43:43","jhm","08_27_02_08:34:36"
"MW_LA_400","LA",400,"T_LA_11","14_3_1629","03_14_29_00:00:00","Denounced","A_LA_2884","Jonet","Wilson","T_LA_1281",,,,,"LEM","05_07_02_15:07:06","LEM","05_07_02_15:07:43"
"MW_LA_401","LA",401,"T_LA_11","14_3_1629","03_14_29_00:00:00","Denounced","A_EGD_939","Barbara","Flint","T_LA_146",,,,,"LEM","05_07_02_15:07:44","LEM","05_07_02_15:08:10"
"MW_LA_402","LA",402,"T_LA_11","14_3_1629","03_14_29_00:00:00","Denounced","A_EGD_663","Margaret","Loche","T_LA_645",,,,,"LEM","05_07_02_15:08:12","LEM","05_07_02_15:08:38"
"MW_LA_406","LA",406,"T_LA_11","13_7_1629","07_13_29_00:00:00","Denounced","A_EGD_1213","John","Smith","T_LA_99",,,,,"LEM","05_07_02_15:09:45","LEM","05_07_02_15:11:32"
"MW_LA_415","LA",415,"T_LA_1292","14_1_1658","01_14_58_00:00:00","Denounced","A_EGD_290","Margaret","Beverage","T_LA_1289",,,,,"LEM","05_07_02_16:05:00","LEM","05_07_02_16:05:21"
"MW_LA_416","LA",416,"T_LA_1292","17_12_1657","12_17_57_00:00:00","Denounced","A_EGD_227","John","Corse","T_LA_1290",,,,,"LEM","05_07_02_16:05:22","LEM","05_07_02_16:05:42"
"MW_LA_417","LA",417,"T_LA_1314","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_14:23:04","LEM","06_06_02_14:23:21"
"MW_LA_418","LA",418,"T_LA_327","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,"Executed",,"LEM","06_06_02_15:45:35","LEM","06_06_02_16:11:23"
"MW_LA_419","LA",419,"T_LA_1315","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_15:47:54","LEM","06_06_02_15:48:10"
"MW_LA_420","LA",420,"T_LA_1316","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_15:49:55","LEM","06_06_02_15:50:07"
"MW_LA_421","LA",421,"T_LA_1317","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_15:52:03","LEM","06_06_02_15:52:15"
"MW_LA_422","LA",422,"T_JO_1045","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_15:54:28","LEM","06_06_02_15:54:39"
"MW_LA_423","LA",423,"T_LA_1318","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_15:56:11","LEM","06_06_02_15:56:22"
"MW_LA_424","LA",424,"T_LA_1319","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_16:04:31","LEM","06_06_02_16:04:41"
"MW_LA_425","LA",425,"T_LA_1320","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_16:14:04","LEM","06_06_02_16:14:19"
"MW_LA_426","LA",426,"T_LA_1321","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_16:17:38","LEM","06_06_02_16:17:47"
"MW_LA_427","LA",427,"T_LA_1322","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_16:19:53","LEM","06_06_02_16:20:04"
"MW_LA_428","LA",428,"T_LA_1323","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_16:24:16","LEM","06_06_02_16:24:27"
"MW_LA_429","LA",429,"T_LA_390","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_16:26:18","LEM","06_06_02_16:26:28"
"MW_LA_430","LA",430,"T_LA_1324","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_18:45:49","LEM","06_06_02_18:45:58"
"MW_LA_431","LA",431,"T_LA_1325","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_18:47:45","LEM","06_06_02_18:47:55"
"MW_LA_432","LA",432,"T_LA_1326","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_18:49:33","LEM","06_06_02_18:49:42"
"MW_LA_433","LA",433,"T_LA_1327","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_18:51:25","LEM","06_06_02_18:51:36"
"MW_LA_434","LA",434,"T_LA_329","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_18:52:53","LEM","06_06_02_18:53:03"
"MW_LA_435","LA",435,"T_LA_1328","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_18:54:40","LEM","06_06_02_18:54:49"
"MW_LA_436","LA",436,"T_JO_1070","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_18:56:28","LEM","06_06_02_18:56:47"
"MW_LA_437","LA",437,"T_LA_1329","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_06_02_19:01:42","LEM","06_06_02_19:02:04"
"MW_LA_438","LA",438,"T_LA_1330","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_07_02_16:50:45","LEM","06_07_02_16:51:00"
"MW_LA_439","LA",439,"T_LA_1331","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_07_02_16:53:21","LEM","06_07_02_16:53:34"
"MW_LA_440","LA",440,"T_LA_330","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_07_02_16:56:10","LEM","06_07_02_16:56:28"
"MW_LA_441","LA",441,"T_JO_1044","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_07_02_16:58:51","LEM","06_07_02_16:59:09"
"MW_LA_442","LA",442,"T_LA_1332","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_07_02_17:01:49","LEM","06_07_02_17:02:04"
"MW_LA_443","LA",443,"T_LA_1333","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_07_02_17:04:03","LEM","06_07_02_17:04:22"
"MW_LA_444","LA",444,"T_LA_1334","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:09:35","LEM","06_10_02_13:09:56"
"MW_LA_445","LA",445,"T_LA_1335","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:13:26","LEM","06_10_02_13:13:44"
"MW_LA_446","LA",446,"T_LA_1336","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:19:56","LEM","06_10_02_13:20:10"
"MW_LA_447","LA",447,"T_LA_1337","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:23:14","LEM","06_10_02_13:23:24"
"MW_LA_448","LA",448,"T_LA_1338","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:25:06","LEM","06_10_02_13:25:14"
"MW_LA_449","LA",449,"T_LA_1339","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:26:32","LEM","06_10_02_13:26:41"
"MW_LA_450","LA",450,"T_LA_1340","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:29:05","LEM","06_10_02_13:29:16"
"MW_LA_451","LA",451,"T_LA_1341","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:30:23","LEM","06_10_02_13:30:38"
"MW_LA_452","LA",452,"T_LA_1342","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:32:25","LEM","06_10_02_13:32:33"
"MW_LA_453","LA",453,"T_LA_1343","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:34:47","LEM","06_10_02_13:35:00"
"MW_LA_454","LA",454,"T_LA_1344","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:36:34","LEM","06_10_02_13:36:43"
"MW_LA_455","LA",455,"T_LA_1345","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:38:56","LEM","06_10_02_13:39:12"
"MW_LA_456","LA",456,"T_LA_1346","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_13:41:21","LEM","06_10_02_13:41:30"
"MW_LA_457","LA",457,"T_LA_1347","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:15:07","LEM","06_10_02_15:15:24"
"MW_LA_458","LA",458,"T_LA_1348","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:17:14","LEM","06_10_02_15:17:23"
"MW_LA_459","LA",459,"T_LA_1349","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:19:53","LEM","06_10_02_15:20:03"
"MW_LA_460","LA",460,"T_LA_1350","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:24:13","LEM","06_10_02_15:24:27"
"MW_LA_461","LA",461,"T_LA_1351","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:25:39","LEM","06_10_02_15:25:56"
"MW_LA_462","LA",462,"T_LA_1352","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:27:16","LEM","06_10_02_15:27:26"
"MW_LA_463","LA",463,"T_LA_1353","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:29:27","LEM","06_10_02_15:29:39"
"MW_LA_464","LA",464,"T_LA_1354","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:31:11","LEM","06_10_02_15:31:28"
"MW_LA_465","LA",465,"T_LA_1355","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:32:11","LEM","06_10_02_15:32:26"
"MW_LA_466","LA",466,"T_LA_1356","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:35:36","LEM","06_10_02_15:35:51"
"MW_LA_467","LA",467,"T_LA_1357","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:37:42","LEM","06_10_02_15:37:52"
"MW_LA_468","LA",468,"T_LA_1358","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:40:43","LEM","06_10_02_15:40:55"
"MW_LA_469","LA",469,"T_LA_1359","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:42:28","LEM","06_10_02_15:42:41"
"MW_LA_47","LA",47,"T_LA_96","26_3_1631","03_26_31_00:00:00","Known_Witch","A_EGD_158","Jon","Neill","T_LA_24",,,"Set_free",,"LEM","06_14_01_14:13:27","LEM","09_09_02_14:41:02"
"MW_LA_470","LA",470,"T_LA_1360","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:53:36","LEM","06_10_02_15:53:46"
"MW_LA_471","LA",471,"T_LA_1361","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:55:20","LEM","06_10_02_15:55:35"
"MW_LA_472","LA",472,"T_LA_1362","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:56:54","LEM","06_10_02_15:57:11"
"MW_LA_473","LA",473,"T_LA_1363","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:58:30","LEM","06_10_02_15:58:44"
"MW_LA_474","LA",474,"T_LA_1364","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_15:59:32","LEM","06_10_02_15:59:42"
"MW_LA_475","LA",475,"T_LA_1365","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_16:18:27","LEM","06_10_02_16:18:36"
"MW_LA_476","LA",476,"T_LA_1366","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_16:21:35","LEM","06_10_02_16:21:45"
"MW_LA_477","LA",477,"T_LA_1367","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_19:53:53","LEM","06_10_02_19:54:05"
"MW_LA_478","LA",478,"T_LA_1368","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_19:57:54","LEM","06_10_02_19:58:08"
"MW_LA_479","LA",479,"T_LA_1369","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:03:25","LEM","06_10_02_20:03:41"
"MW_LA_480","LA",480,"T_LA_1370","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:07:20","LEM","06_10_02_20:07:30"
"MW_LA_481","LA",481,"T_LA_1371","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:11:34","LEM","06_10_02_20:11:43"
"MW_LA_482","LA",482,"T_LA_1372","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:13:35","LEM","06_10_02_20:13:45"
"MW_LA_483","LA",483,"T_LA_1373","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:17:06","LEM","06_10_02_20:17:17"
"MW_LA_484","LA",484,"T_LA_1374","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:19:10","LEM","06_10_02_20:19:26"
"MW_LA_485","LA",485,"T_LA_1375","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:22:43","LEM","06_10_02_20:22:58"
"MW_LA_486","LA",486,"T_LA_1376","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:25:40","LEM","06_10_02_20:26:03"
"MW_LA_487","LA",487,"T_JO_1071","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:30:01","LEM","06_10_02_20:30:19"
"MW_LA_488","LA",488,"T_LA_1377","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:37:06","LEM","06_10_02_20:37:17"
"MW_LA_489","LA",489,"T_LA_1378","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:43:03","LEM","06_10_02_20:43:20"
"MW_LA_490","LA",490,"T_LA_1379","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:51:43","LEM","06_10_02_20:52:04"
"MW_LA_491","LA",491,"T_LA_1380","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_20:57:06","LEM","06_10_02_21:06:26"
"MW_LA_492","LA",492,"T_LA_1381","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_21:12:29","LEM","06_10_02_21:12:55"
"MW_LA_493","LA",493,"T_LA_1382","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_21:16:47","LEM","06_10_02_21:17:02"
"MW_LA_494","LA",494,"T_LA_1383","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_21:18:12","LEM","06_10_02_21:18:35"
"MW_LA_495","LA",495,"T_LA_1384","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_21:26:35","LEM","06_10_02_21:26:45"
"MW_LA_496","LA",496,"T_LA_1385","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_21:33:23","LEM","06_10_02_21:33:31"
"MW_LA_497","LA",497,"T_LA_1386","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_21:35:18","LEM","06_10_02_21:35:30"
"MW_LA_498","LA",498,"T_LA_1387","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_21:38:41","LEM","06_10_02_21:38:54"
"MW_LA_499","LA",499,"T_LA_1388","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_21:42:32","LEM","06_10_02_21:42:54"
"MW_LA_5","LA",5,"T_LA_9","4_2_1629","02_04_29_00:00:00","Known_Witch","A_EGD_149","Isobell","Young","T_LA_1",,,,,"LEM","05_17_01_12:13:02","LEM","09_09_02_15:10:49"
"MW_LA_500","LA",500,"T_LA_1389","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_21:47:52","LEM","06_10_02_21:48:03"
"MW_LA_501","LA",501,"T_LA_1390","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_21:50:13","LEM","06_10_02_21:50:24"
"MW_LA_502","LA",502,"T_LA_1391","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_21:53:38","LEM","06_10_02_21:53:49"
"MW_LA_503","LA",503,"T_LA_1392","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_21:57:48","LEM","06_10_02_21:57:57"
"MW_LA_504","LA",504,"T_LA_1393","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_22:00:35","LEM","06_10_02_22:00:45"
"MW_LA_505","LA",505,"T_LA_1394","17_4_1662","04_17_62_00:00:00","Denounced","A_EGD_424","James","Welch","T_LA_1313",,,,,"LEM","06_10_02_22:02:29","LEM","06_10_02_22:02:55"
"MW_LA_506","LA",506,"T_JO_1034","27_1_1662","01_27_62_00:00:00","Accomplice","A_EGD_423","Agnes","Williamson","T_LA_326",,,,,"LEM","06_13_02_10:14:27","LEM","06_13_02_10:14:48"
"MW_LA_507","LA",507,"T_JO_1039","27_1_1662","01_27_62_00:00:00","Accomplice","A_EGD_423","Agnes","Williamson","T_LA_326",,,,,"LEM","06_13_02_10:15:02","LEM","06_13_02_10:15:12"
"MW_LA_508","LA",508,"T_LA_1396","29_5_1633","05_29_33_00:00:00","Accomplice","A_EGD_1256","Marion","Layland","T_LA_1003",,,,"She_was_accused_of_being_at_a_meeting_with_the_Devil_with_Layland.","LEM","06_17_02_11:38:46","LEM","06_17_02_11:39:22"
"MW_LA_51","LA",51,"T_LA_133","4_6_1634","06_04_34_00:00:00","Accomplice","A_EGD_162","Elizabeth","Bathgate","T_LA_104",,,"executed",,"LEM","06_18_01_09:55:15","LEM","08_30_02_09:49:31"
"MW_LA_512","LA",512,"T_LA_1434","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_680","Isobell","Eliot","T_JO_609",,,,,"LEM","06_24_02_21:58:40","LEM","06_24_02_21:59:27"
"MW_LA_513","LA",513,"T_LA_1435","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_680","Isobell","Eliot","T_JO_609",,,,,"LEM","06_24_02_22:00:00","LEM","06_24_02_22:00:10"
"MW_LA_514","LA",514,"T_LA_1436","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_680","Isobell","Eliot","T_JO_609",,,,,"LEM","06_24_02_22:01:44","LEM","06_24_02_22:01:54"
"MW_LA_515","LA",515,"T_JO_1039","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_680","Isobell","Eliot","T_JO_609",,,,,"LEM","06_24_02_22:03:10","LEM","06_24_02_22:03:21"
"MW_LA_516","LA",516,"T_LA_1437","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_683","Marion","Veitch","T_JO_610",,,,,"LEM","06_24_02_22:22:12","LEM","06_24_02_22:22:53"
"MW_LA_517","LA",517,"T_LA_1438","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_683","Marion","Veitch","T_JO_610",,,,,"LEM","06_24_02_22:25:13","LEM","06_24_02_22:25:24"
"MW_LA_518","LA",518,"T_LA_1439","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_683","Marion","Veitch","T_JO_610",,,,,"LEM","06_24_02_22:27:37","LEM","06_24_02_22:27:46"
"MW_LA_519","LA",519,"T_LA_1440","13_9_1678","09_13_78_00:00:00","Accomplice","A_EGD_682","Margaret","Dods","T_JO_611",,,,,"LEM","06_25_02_10:24:54","LEM","06_25_02_10:31:04"
"MW_LA_52","LA",52,"T_LA_134","4_6_1634","06_04_34_00:00:00","Known_Witch","A_EGD_162","Elizabeth","Bathgate","T_LA_104",,,"Executed",,"LEM","06_18_01_10:01:30","LEM","08_30_02_09:48:57"
"MW_LA_521","LA",521,"T_JO_1039","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_682","Margaret","Dods","T_JO_611",,,,,"LEM","06_25_02_10:49:09","LEM","06_25_02_10:49:28"
"MW_LA_522","LA",522,"T_LA_1442","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_682","Margaret","Dods","T_JO_611",,,,,"LEM","06_25_02_10:49:50","LEM","06_25_02_10:50:17"
"MW_LA_523","LA",523,"T_LA_1443","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_682","Margaret","Dods","T_JO_611",,,,,"LEM","06_25_02_10:51:48","LEM","06_25_02_10:51:55"
"MW_LA_524","LA",524,"T_LA_1444","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_605","Marion","Campbell","T_LA_831",,,,,"LEM","06_25_02_10:56:28","LEM","06_25_02_10:56:49"
"MW_LA_525","LA",525,"T_LA_1444","29_6_1678","06_29_78_00:00:00","Denounced","A_EGD_681","Helen","Laying","T_JO_612",,,,,"LEM","06_25_02_10:57:28","LEM","06_25_02_13:26:08"
"MW_LA_527","LA",527,"T_LA_1445","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_613","Elspeth","Knox","T_LA_837",,,,,"LEM","06_25_02_11:17:13","LEM","06_25_02_11:17:22"
"MW_LA_528","LA",528,"T_LA_816","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_613","Elspeth","Knox","T_LA_837",,,,,"LEM","06_25_02_11:23:40","LEM","06_25_02_11:23:58"
"MW_LA_529","LA",529,"T_LA_1440","13_9_1678","09_13_78_00:00:00","Accomplice","A_EGD_613","Elspeth","Knox","T_LA_837",,,,,"LEM","06_25_02_11:24:32","LEM","06_25_02_11:25:07"
"MW_LA_53","LA",53,"T_LA_136","4_6_1634","06_04_34_00:00:00","Known_Witch","A_EGD_162","Elizabeth","Bathgate","T_LA_104",,,"Executed","convicted_and_confessed","LEM","06_18_01_10:04:49","LEM","08_30_02_09:48:23"
"MW_LA_531","LA",531,"T_LA_826","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_613","Elspeth","Knox","T_LA_837",,,,,"LEM","06_25_02_11:27:54","LEM","06_25_02_11:28:03"
"MW_LA_532","LA",532,"T_LA_1446","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_613","Elspeth","Knox","T_LA_837",,,,,"LEM","06_25_02_11:30:17","LEM","06_25_02_11:30:25"
"MW_LA_533","LA",533,"T_LA_1447","13_9_1678","09_13_78_00:00:00","Denounced","A_EGD_613","Elspeth","Knox","T_LA_837",,,,,"LEM","06_25_02_11:32:58","LEM","06_25_02_11:33:06"
